Well,CRC Lib #,Formation,Sample Type,GR,ILD,Porosity,HCl Reaction,Avg. Depth,Leco TOC (%),S1 ,S2 ,S3,Tmax (°C),HI,OI,S1+S2,PI
Buffalo Gap Federal 35-1,T120,MWRY,core,154.5778968,22.35217218,6.71692538,1,11270.1,1.51,1.4,2.25,0.37,452,149,25,3.65,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,157.0695711,30.06715732,7.4896688,1,11343.2,2.28,2.38,3.45,0.33,450,151,17,5.83,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,131.0774563,34.41281963,7.60453029,1,11287.2,1.04,0.72,0.97,0.21,452,93,20,1.69,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,154.3344544,26.35167182,8.40319361,1,11336,1.84,1.6,2.21,0.28,450,120,15,3.81,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,6.71692538,1,11235.4,1.51,1.4,2.25,0.41,451,149,25,3.65,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,144.0282205,43.55702053,8.30532782,1,11255.5,1.38,1.64,1.88,0.44,450,136,30,3.52,0.47
BBffalo Gap Federal 35-1,T120,MWRY,core,156.4822063,25.44824061,8.40319361,1,11313.7,1.57,1.38,2.3,0.3,452,146,19,3.68,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,142.2968296,32.98631627,9.00199601,1,11111,1.3,1.06,1.66,0.28,452,128,22,2.72,0.39
Buffalo Gap Federal 35-1,T120,MWRY,core,120.1014731,47.81801386,10.5988024,1,11188.1,2.3,2.58,3.59,0.39,450,156,17,6.17,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,182.0997641,18.57106614,8.60279441,1,11085,1.28,0.9,1.47,0.25,455,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,142.2968296,32.98631627,9.00199601,1,11111,1.3,1.06,1.66,0.28,452,128,22,2.72,0.39
Buffalo Gap Federal 35-1,T120,MWRY,core,126.3986413,68.21043078,9.9001996,1,11179,1.67,1.03,2.76,0.19,452,165,11,3.79,0.27
Buffalo Gap Federal 35-1,T120,MWRY,core,182.0997641,18.57106614,8.60279441,1,11085,1.28,0.9,1.47,0.25,455,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,113.135171,51.70649342,9.33550898,1,11170,1.94,3.13,3.44,0.44,450,177,24,6.57,0.48
Buffalo Gap Federal 35-1,T120,MWRY,core,125.5769519,37.44866602,7.29666526,1,11247.8,1.14,1.02,1.44,0.33,452,126,29,2.46,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,125.5769519,37.44866602,7.29666526,1,11247.8,1.14,1.02,1.44,0.33,452,126,29,2.46,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,6.40718563,1,11235.4,1.63,1.98,2.38,0.41,451,146,25,4.36,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,129.9387518,34.87214709,7.40518962,1,11295.5,1.46,1.29,2.07,0.31,449,142,21,3.36,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,150.5307165,18.23007884,7.80439122,1,11241,1.17,1.38,1.48,0.31,453,126,26,2.86,0.48
Buffalo Gap Federal 35-1,T120,MWRY,core,135.2113682,28.16232417,6.80267847,1,11305.3,1.15,0.93,1.46,0.27,451,127,23,2.39,0.39
Buffalo Gap Federal 35-1,T120,MWRY,core,138.7637949,28.97315504,6.40718563,1,11325.9,1.63,1.98,2.38,0.41,448,146,25,4.36,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,201.7631892,19.63277575,8.10379242,1,11348.1,1.98,2.25,2.82,0.37,449,142,19,5.07,0.44
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,6.40718563,1,11235.4,1.63,1.98,2.38,0.41,451,146,25,4.36,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,6.40718563,1,11235.4,1.63,1.98,2.38,0.41,451,146,25,4.36,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,129.9387518,34.87214709,7.40518962,1,11295.5,1.46,1.29,2.07,0.31,449,142,21,3.36,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,125.5769519,37.44866602,7.29666526,1,11247.8,1.14,1.02,1.44,0.33,452,126,29,2.46,0.41
Bhuffalo Gap Federal 35-1,T120,MWRY,core,150.5307165,18.23007884,7.80439122,1,11241,1.17,1.38,1.48,0.31,453,126,26,2.86,0.48
Buffalo Gap Federal 35-1,T120,MWRY,core,132.1149175,38.25781269,7.60479042,1,11263.2,1.55,1.9,2.56,0.46,451,165,30,4.46,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,150.5307165,28.97315504,6.40718563,1,11241,1.63,1.98,2.38,0.31,453,146,25,4.36,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,129.9387518,34.87214709,7.40518962,1,11295.5,1.46,1.29,2.07,0.31,449,142,21,3.36,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,138.7637949,28.97315504,6.40718563,1,11325.9,1.63,1.98,2.38,0.41,448,146,25,4.36,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,138.7667218,40.44501546,7.89925639,1,11126,0.66,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,125.7690897,43.55702053,9.00199601,1,11157.5,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,125.7690897,43.55702053,9.00199601,1,11157.5,0.38,,,,,,,0,
JAVA STATE 16-1,T482,MWRY,core,146.2057,3.9927,6.1,1,10118.5,1.29,0.48,3.35,0.07,439,260,5,3.83,0.13
JAVA STATE 16-2,T482,MWRY,core,142.7554,5.1952,7.54,1,10128.5,1.37,0.5,3.02,0.08,440,220,6,3.52,0.14
JAVA STATE 16-5,T482,MWRY,core,143.9635,4.2261,8.48,1,10162,0.77,0.38,2.57,0.09,436,334,12,2.95,0.13
JAVA STATE 16-9,T482,MWRY,core,164.2583,11.1393,9.7,1,10200.5,3.36,3.29,16.77,0.16,436,499,5,20.06,0.16
EDUCATED GUESS 11-1H,S505,MWRY,core,140.1864,15.8354,18.88,1,10642.7,2.2,0.21,6.66,0.2,441,353,9,6.87,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,119.3044,9.5792,20.04,1,10687.8,2.5,0.29,7.49,0.21,445,300,8,7.78,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,146.3353,11.5752,19.25,1,10603.1,2.43,0.16,9.24,0.23,441,331,7,9.4,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,104.131,8.8336,11.77,1,10511.2,0.91,0.09,2.15,0.15,443,236,16,2.24,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,104.131,8.8336,11.77,1,10511.2,0.91,0.09,2.15,0.15,443,236,16,2.24,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,104.131,8.8336,11.77,1,10511.2,0.91,0.09,2.15,0.15,443,236,16,2.24,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,150.8412,5.9067,19.4,1,10613.7,1.39,0.17,4.36,0.26,444,314,19,4.53,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,136.5606,16.4522,17.62,1,10647.6,2.1,0.25,6.31,0.17,442,300,8,6.56,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,175.932,10.0063,18.57,1,10644.7,2.47,0.27,8.36,0.18,440,338,7,8.63,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,122.5773,4.0824,20.7,1,10728.4,1.35,0.15,1.76,0.24,446,130,18,1.91,0.08
EDUCATED GUESS 11-1H,S505,MWRY,core,160.2628,18.6295,19.45,1,10639.2,2.73,0.3,10.6,0.26,441,388,10,10.9,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,137.8498,14.9795,18.54,1,10621.4,2.6,0.18,9.16,0.31,441,352,12,9.34,0.02
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.500998,1,11145.1,0.55,,,,,,,0,
EDUCATED GUESS 11-1H,S505,MWRY,core,129.6184,21.6216,19.19,1,10607.8,2.49,0.19,7.98,0.3,444,380,12,8.17,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,114.1287,7.6547,16.15,1,10699.4,2.13,0.15,5.54,0.17,444,260,15,5.69,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,102.8419,5.2902,20.45,1,10486.7,1.92,0.16,6.25,0.21,444,326,11,6.41,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,158.775,11.4337,18.88,1,10654.8,1.81,0.22,4.64,0.19,441,256,10,4.86,0.05
EDUCATED GUESS 11-1H,S505,MWRY,core,140.5272,14.3603,18.24,1,10649.7,2.13,0.14,7.83,0.21,440,360,10,7.97,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,157.6835,12.0433,19.21,1,10635.6,3.45,0.16,9.93,0.22,441,370,9,10.11,0.02
Phoenix Unit,D626,MWRY,core,121.3212294,6.17392574,8.64373883,1,11438,1.02,0.92,0.26,0.45,0.08,44,8,1.18,0.37
EDUCATED GUESS 11-1H,S505,MWRY,core,158.4774,11.4337,18.88,1,10654.8,1.81,0.22,5.64,0.18,443,256,10,4.86,0.05
EDUCATED GUESS 11-1H,S505,MWRY,core,163.9319,10.4533,18.04,1,10655.6,1.76,0.22,4.76,0.19,443,270,11,4.98,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,108.396,10.8237,17.34,1,10582.6,2.56,0.15,10.21,0.15,444,399,6,10.36,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,153.5188,14.1312,20.06,1,10628.6,2.47,0.18,10.53,0.27,441,426,8,10.71,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,211.7336,4.9132,20.06,1,10597.6,2.47,0.18,10.53,0.26,443,426,11,10.71,0.02
Buffalo Gap Federal 35-1,T120,MWRY,core,156.480199,20,6.8030585,1,11210.5,1.77,1.77,2.6,0.31,451,147,18,4.37,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,142.4117,10.9485,8.60279441,1,10571.4,1.28,0.9,1.47,0.3,445,115,20,2.37,0.38
EDUCATED GUESS 11-1H,S505,MWRY,core,132.1872122,51.40554821,10,1,11161.5,3.16,0.21,15.86,0.25,448,178,9,16.07,0.16
Thunder Creek Fed C-3,S847,MWRY,core,135.8768354,311.5157949,11.45697212,1,8638.5,0.5,0.1,0.47,0.15,441,95,30,0.57,0.18
EDUCATED GUESS 11-1H,S505,MWRY,core,132.1149175,38.25781269,8.60459042,1,11263.2,2.86,1.5,10.11,0.4,451,165,30,12.1,0.43
Thunder Creek Federal,S934,MWRY,core,120.7479184,5.49967772,19.13957091,1,8364,2.57,1.7,6.58,0.28,440,256,11,8.28,0.21
Thunder Creek Federal,S934,MWRY,core,137.9790982,8.04313948,12.67064,1,8387,3.06,1.54,10.84,0.38,437,354,12,12.38,0.12
Thunder Creek Fed C-3,S847,MWRY,core,180.2958871,342.0071598,14.66529394,1,8645,0.45,0.07,0.37,0.12,442,82,27,0.44,0.16
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.001996,1,11145.1,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,138.7667218,40.44501546,9.0015988,1,11126,0.38,,,,,,,0,
JAVA STATE 16-1,T482,MWRY,core,146.2057,3.9927,6.1,1,10118.5,1.29,0.48,3.35,0.07,439,260,5,3.83,0.13
Buffalo Gap Federal 35-1,T120,MWRY,core,113.135171,11.47047232,9.500998,1,11170,0.55,,,0.44,450,,,0,
Thunder Creek Federal,S934,MWRY,core,187.3148355,4.98463534,15.64073091,1,8407,5.78,1.38,11.77,0.33,442,204,6,13.15,0.1
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,9.9001996,1,11183.9,1.13,0.73,1.6,0.1,451,142,9,2.33,0.31
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,9.9001996,1,11183.9,1.13,0.73,1.6,0.1,451,142,9,2.33,0.31
Buffalo Gap Federal 35-1,T120,MWRY,core,187.3148355,4.98463534,7.70459082,1,8407,2.61,2.29,5.48,0.33,442,210,5,7.77,0.29
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,9.9001996,1,11183.9,1.13,0.73,1.6,0.14,451,142,9,2.33,0.31
Bhuster Flats 14-27-47-9,T542,MWRY,core,130.1952544,23.63004797,6.8035909,1,11074.7,1.77,1.77,3.6,0.11,452,148,7,4.37,0.21
Buffalo Gap Federal 35-1,T120,MWRY,core,130.1952544,23.63004797,8.7996089,1,11074.7,1.68,0.66,2.49,0.11,452,148,7,3.15,0.21
Buffalo Gap Federal 35-1,T120,MWRY,core,138.9803993,51.70649342,9.7005988,1,11154.6,1.83,2.94,3.2,0.23,449,175,24,6.14,0.48
Buffalo Gap Federal 35-1,T120,MWRY,core,156.4822063,25.44824061,9.40319361,1,11313.7,2.13,1.38,1.6,0.3,452,146,19,2.33,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,129.8777456,51.51238652,9.4011976,1,11161,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,125.7690897,43.55702053,9.00199601,1,11157.5,0.38,,,,,,,0,
TRC 1,D636,MWRY,core,141.5701017,26.45286186,25.60581566,1,9880.5,2.9,1.87,4.8,0.35,445,166,12,6.67,0.28
Buffalo Gap Federal 35-1,T120,MWRY,core,182.0997641,18.57106614,8.60279441,1,11085,1.28,0.9,1.47,0.25,455,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,131.0774563,34.41281963,7.60453029,1,11287.2,1.04,0.72,0.97,0.21,452,93,20,1.69,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,154.3344544,26.35167182,8.40319361,1,11336,1.84,1.6,2.21,0.28,450,120,15,3.81,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,135.6946753,30.06715732,8.29381702,1,11089.9,1.05,0.76,1.15,0.21,456,110,20,1.91,0.4
Buffalo Gap Federal 35-1,T120,MWRY,core,108.7244106,21.62159562,7.29666526,1,8378.5,1.14,1.02,1.44,0.65,439,126,12,2.46,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,120.1014731,47.81801386,10.5988024,1,11188.1,2.3,2.58,3.59,0.39,450,156,17,6.17,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,138.7637949,28.97315504,6.40718563,1,11325.9,1.63,1.98,2.38,0.44,448,146,25,4.36,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,201.7631892,19.63277575,8.10379242,1,11348.1,1.98,2.25,2.82,0.37,449,142,19,5.07,0.44
Schuster Flats 14-27-47-9,T542,MWRY,core,204.4144792,19.59340834,7.70459082,1,11137.1,1.79,1.44,3.41,0.33,451,191,18,4.85,0.3
EDUCATED GUESS 11-1H,S505,MWRY,core,128.2361,10.5356,17.95,1,10666.7,2.13,0.2,7,0.2,442,329,9,7.2,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,93.569,9.3217,12.72,1,10538.8,1.33,0.09,3.41,0.23,444,256,17,3.5,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,207.5247,8.2319,21.5,1,10714.3,2.52,0.28,7.1,0.27,441,282,11,7.38,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,126.1472,8.1033,19.22,1,10675.3,2.74,0.21,9.45,0.2,444,337,7,9.55,0.02
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.500998,1,11145.1,0.55,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,129.8777456,51.51238652,9.4011976,1,11161,0.38,,,,,,,0,
EDUCATED GUESS 11-1H,S505,MWRY,core,267.6663,3.687,18.61,1,10614.7,1.48,0.11,5.22,0.3,440,353,20,5.33,0.02
TRC 1,D636,MWRY,core,127.8053146,26.45286186,22.7974065,1,9925.5,41.2,8.59,96.18,1.3,455,233,3,104.77,0.08
EDUCATED GUESS 11-1H,S505,MWRY,core,122.5773,4.0824,20.7,1,10728.4,1.35,0.15,1.76,0.24,446,130,18,1.91,0.08
BCATED GUESS 11-1H,S505,MWRY,core,156.984,15.5351,19.78,1,10626.8,4.45,0.17,17.86,0.31,440,401,7,18.03,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,158.775,10.5356,18.57,1,10656.7,1.39,0.27,3.39,0.19,441,338,7,3.55,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,140.1864,15.8354,18.68,1,10642.7,2.28,0.29,8.05,0.2,441,353,9,8.34,0.03
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,17.97607178,1,12658,2.13,0.68,1.61,0.2,456,76,7,2.29,0.3
EDUCATED GUESS 11-1H,S505,MWRY,core,137.8498,14.9795,16.5,1,10621.4,1.14,0.14,3.9,0.31,441,342,23,4.04,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,128.2361,11.1217,19.31,1,10684.5,2.31,0.29,6.96,0.2,442,301,9,7.25,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,128.2361,11.1217,19.31,1,10684.5,2.31,0.29,6.96,0.3,442,301,9,7.25,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,150.8412,5.9067,19.4,1,10613.7,1.39,0.17,4.36,0.26,444,314,18,4.53,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,174.7419,10.9247,16.5,1,10663.7,2.14,0.14,5.31,0.28,440,342,25,5.56,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,141.5187,17.9478,19.65,1,10641.8,2.12,0.24,9.04,0.19,441,426,9,9.28,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,130.7094,15.2337,18.06,1,10648.7,2.29,0.22,7.02,0.18,441,307,8,7.24,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,174.7419,10.9247,16.5,1,10663.7,1.14,0.14,3.9,0.28,440,342,25,4.04,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,124.6601,16.4368,17.62,1,10646.5,2.1,0.25,6.31,0.16,442,300,8,6.56,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,93.569,9.3217,12.72,1,10538.8,1.33,0.09,20.31,0.23,444,256,17,4.52,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,267.6663,3.687,19.68,1,10614.7,3.16,0.21,15.86,0.3,440,353,20,16.07,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,114.1287,7.6547,19.7,1,10699.4,4.45,0.17,17.86,0.17,444,299,9,18.03,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,136.4612,9.8762,17.31,1,10677.9,1.32,0.26,3.19,0.22,441,242,12,3.45,0.08
EDUCATED GUESS 11-1H,S505,MWRY,core,108.396,10.8237,17.34,1,10582.6,2.56,0.15,10.21,0.15,444,399,6,10.36,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,120.0979,14.0496,18.03,1,10618.5,2.62,0.21,11.65,0.2,443,445,8,11.86,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,137.8495,18.5789,18.73,1,10622.7,2.72,0.19,9.86,0.31,442,355,11,9.85,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,114.1287,7.6547,19.7,1,10699.4,4.45,0.17,17.86,0.17,444,299,9,18.03,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,136.4613,13.6618,18.21,1,10651.7,2.36,0.25,7.22,0.18,442,306,8,7.47,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,158.4774,11.4337,18.88,1,10654.8,1.81,0.22,4.64,0.1,436,256,10,4.86,0.05
EDUCATED GUESS 11-1H,S505,MWRY,core,143.8251,17.4556,19.18,1,10624.7,1.52,0.18,2.24,0.23,441,413,6,2.41,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,147.6676,11.4337,18.88,1,10653.5,1.81,0.22,4.64,0.23,441,256,10,4.86,0.05
EDUCATED GUESS 11-1H,S505,MWRY,core,140.5272,14.3603,18.23,1,10649.7,2.12,0.24,6.47,0.21,440,305,10,6.71,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,140.5272,14.3603,18.23,1,10649.7,2.12,0.24,6.47,0.21,440,305,10,6.71,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,137.8495,18.5789,18.73,1,10622.7,2.72,0.19,9.66,0.31,442,355,11,9.85,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,120.0979,14.0496,18.03,1,10618.5,2.62,0.21,11.65,0.2,443,445,8,11.86,0.02
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,13.03090728,1,12674,2.46,0.7,1.11,0.25,455,45,10,1.81,0.39
EDUCATED GUESS 11-1H,S505,MWRY,core,136.4612,12.9171,18.62,1,10652.6,2.29,0.22,7.14,0.22,441,312,10,7.36,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,211.7336,4.9132,20.06,1,10597.6,2.47,0.18,10.53,0.26,443,426,11,10.71,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,120.000987,15.0495,19.21,1,10617.8,2.47,0.18,9.14,0.23,444,370,9,9.32,0.02
Schuster Flats 14-27-47-9,T542,MWRY,core,143.397,39.845,7.808,1,10966.5,1.93,1.2,3.68,0.09,446,0.77,191,4.88,0.25
Schuster Flats 14-27-47-9,T542,MWRY,core,119.804,21.629,12.598,1,10820.5,1.1,0.46,2.16,0.36,445,0.75,196,2.62,0.18
EDUCATED GUESS 11-1H,S505,MWRY,core,138.9405,17.2271,19.67,1,10637.5,4.13,0.37,21.42,0.19,442,519,5,21.79,0.02
1 FEDERAL,T120,MWRY,core,137.3373,5.4714,35.49597371,1,10465.2,2.08,0.24,6.18,0.68,442,296,11,6.42,0.037383178
Schuster Flats 14-27-47-9,T542,MWRY,core,136.4612,36.446,8.567,1,10862.6,1.97,0.97,3.79,0.22,441,0.74,192,4.76,0.2
Schuster Flats 14-27-47-9,T542,MWRY,core,169.9461,2.5719,10.288,1,10174,1.65,0.87,3.27,0.16,436,493,7,4.14,0.21
Buffalo Gap Federal 35-1,T120,MWRY,core,156.480199,20,6.8030585,1,11210.5,1.77,1.77,2.6,0.31,451,147,18,4.37,0.41
JAVA STATE 16-4,T482,MWRY,core,156.6595,4.723,7.16,1,10142,1.81,0.76,7.12,0.11,436,393,6,7.88,0.1
JAVA STATE 16-1,T482,MWRY,core,146.2057,3.9927,6.1,1,10118.5,1.29,0.48,3.35,0.07,439,260,5,3.83,0.13
TED GUESS 11-1H,S505,MWRY,core,114.1287,7.6547,20.72,1,10699.4,1.56,0.24,4.84,0.17,444,299,9,5.05,0.04
Buffalo Gap Federal 35-1,T120,MWRY,core,138.6959283,5.59122354,10,1,9202,2.39,0.99,5.15,4.98,0.21,178,8,6.14,0.16
EDUCATED GUESS 11-1H,S505,MWRY,core,206.8546852,12.19940574,18.64,1,11320,1.93,0.25,5.79,0.22,446,300,12,6.04,0.04
Buffalo Gap Federal 35-1,T120,MWRY,core,132.1872122,51.40554821,10,1,11161.5,2.89,0.99,5.15,0.25,448,178,9,6.14,0.16
Thunder Creek Fed C-3,S847,MWRY,core,135.8768354,311.5157949,11.45697212,1,8638.5,0.5,0.1,0.47,0.15,441,95,30,0.57,0.18
Thunder Creek Federal,S934,MWRY,core,137.5701088,8.04313948,12.67064,1,8387,3.06,1.54,10.84,0.27,441,354,12,12.38,0.12
Thunder Creek Federal,S934,MWRY,core,124.9178629,5.88249361,9.234821818,1,8391,1.3,0.71,3.37,0.23,435,259,18,4.08,0.17
Thunder Creek Fed C-3,S847,MWRY,core,205.5477953,380.2105963,17.02159091,1,8648,0.11,0.03,0.09,0.2,437,82,182,0.12,0.25
Buffalo Gap Federal 35-1,T120,MWRY,core,156.4801013,20,6.8030585,1,11210.5,1.77,1.77,2.6,0.16,452,147,18,4.37,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,132.1872122,51.40554821,10,1,11161.5,2.89,0.99,5.15,0.25,448,178,9,6.14,0.16
Thunder Creek Federal,S934,MWRY,core,124.9178629,5.88249361,9.234821818,1,8391,1.3,0.71,3.37,0.23,435,259,18,4.08,0.17
Thunder Creek Fed C-3,S847,MWRY,core,172.9786505,367.3838183,11.57914606,1,8644,0.54,0.07,0.52,0.21,439,97,39,0.59,0.12
TRC 1,D636,MWRY,core,141.5701017,26.45286186,25.60581566,1,9880.5,2.9,1.87,4.6,0.35,445,166,12,6.67,0.28
JAVA STATE 16-7,T482,MWRY,core,147.0724,13.8501,9.88,1,10636.7,2.47,2.09,11.59,0.19,442,463,6,13.68,0.15
DILT 14-26,T322,MWRY,core,167.2676725,11.67513783,8.444666,1,9444,2.25,1.02,1.8,0.06,447,73,9,2.82,0.36
TRC 1,D636,MWRY,core,111.53712,26.45286186,21.08789754,1,9926.5,11,2.54,19.44,0.64,450,177,6,21.98,0.12
EDUCATED GUESS 11-1H,S505,MWRY,core,129.6184,21.6216,19.19,1,10607.8,2.43,0.16,9.24,0.3,444,380,12,9.4,0.02
Thunder Creek Fed C-3,S847,MWRY,core,205.5477953,380.2105963,17.02159091,1,8648,0.11,0.03,0.09,0.2,437,82,182,0.12,0.25
Buffalo Gap Federal 35-1,T120,MWRY,core,138.9803993,38.25781269,7.60479042,1,11154.6,1.55,1.9,2.56,0.23,449,165,30,4.46,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,120.1014731,47.81801386,10.5988024,1,11188.1,2.3,2.58,3.59,0.39,450,156,17,6.17,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,135.6946753,30.06715732,8.29381702,1,11089.9,1.05,0.76,1.15,0.21,456,110,20,1.91,0.4
Buffalo Gap Federal 35-1,T120,MWRY,core,154.5778968,22.35217218,6.71692538,1,11270.1,1.51,1.4,2.25,0.37,452,149,25,3.65,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,154.3344544,26.35167182,8.40319361,1,11336,1.84,1.6,2.21,0.28,450,120,15,3.81,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,132.1149175,38.25781269,7.60479042,1,11263.2,1.55,1.9,2.56,0.46,451,165,30,4.46,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,161.0574078,30.06715732,8.29381702,1,11199,1.05,0.76,1.15,0.38,449,110,20,1.91,0.4
Buffalo Gap Federal 35-1,T120,MWRY,core,142.2968296,32.98631627,9.00199601,1,11111,1.3,1.06,1.66,0.28,452,128,22,2.72,0.39
EDUCATED GUESS 11-1H,S505,MWRY,core,104.131,8.8336,11.77,1,10511.2,0.91,0.09,2.15,0.15,443,236,16,2.24,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,124.6601,16.4368,17.62,1,10646.5,2.1,0.25,6.31,0.16,442,300,8,6.56,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,123.5692,9.8762,17.31,1,10677.4,1.32,0.26,3.19,0.16,445,242,12,3.45,0.08
EDUCATED GUESS 11-1H,S505,MWRY,core,153.5188,14.1312,19.65,1,10628.6,2.12,0.24,9.04,0.27,441,426,9,9.28,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,212.5262,4.1598,19.41,1,10615.5,4,0.12,23.42,0.35,441,586,9,23.54,0.01
Buffalo Gap Federal 35-1,T120,MWRY,core,182.0997248,18.57106614,8.60279441,1,11085,1.28,0.9,1.47,0.29,448,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,135.2113682,28.16232417,6.80267847,1,11305.3,1.15,0.93,1.56,0.27,451,127,23,2.39,0.39
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,6.40718563,1,11235.4,1.63,1.98,2.38,0.41,451,146,25,4.36,0.45
